pfam_id	pfam_description
PF05047	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain
PF05048	Periplasmic copper-binding protein (NosD)
PF05049	Interferon-inducible GTPase (IIGP)
PF05050	Methyltransferase FkbM domain
PF05051	Cytochrome C oxidase copper chaperone (COX17)
PF05052	MerE protein
PF05053	Menin
PF05054	Autographa californica nuclear polyhedrosis virus (AcMNPV) protein
PF05055	Protein of unknown function (DUF677)
PF05056	Protein of unknown function (DUF674)
PF05057	Putative serine esterase (DUF676)
PF05058	ActA Protein
PF05059	Orbivirus VP4 core protein
PF05060	N-acetylglucosaminyltransferase II (MGAT2)
PF05061	Poxvirus A11 Protein
PF05062	RICH domain
PF05063	MT-A70
PF05064	Nsp1-like C-terminal region
PF05065	Phage capsid family
PF05066	HB1, ASXL, restriction endonuclease HTH domain
PF05067	Manganese containing catalase
PF05068	Mannitol repressor
PF05069	Phage virion morphogenesis family
PF05071	NADH ubiquinone oxidoreductase subunit NDUFA12
PF05072	Herpesvirus UL43 protein
PF05073	Baculovirus P24 capsid protein
PF05075	Protein of unknown function (DUF684)
PF05076	Suppressor of fused protein (SUFU)
PF05077	Protein of unknown function (DUF678)
PF05078	Protein of unknown function (DUF679)
PF05079	Protein of unknown function (DUF680)
PF05080	Protein of unknown function (DUF681)
PF05081	Autographa californica nuclear polyhedrosis virus (AcMNPV), P18
PF05082	Rop-like
PF05083	LST-1 protein
PF05084	Granule antigen protein (GRA6)
PF05085	Protein of unknown function (DUF685)
PF05086	Dictyostelium (Slime Mold) REP protein
PF05087	Rotavirus VP2 protein
PF05088	Bacterial NAD-glutamate dehydrogenase, catalytic domain
PF05089	Alpha-N-acetylglucosaminidase (NAGLU) tim-barrel domain
PF05090	HTTM domain
PF05091	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
PF05092	Per os infectivity
PF05093	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis
PF05094	Late expression factor 9 (LEF-9)
PF05095	Protein of unknown function (DUF687)
PF05096	Glutamine cyclotransferase
PF05097	Protein of unknown function (DUF688)
PF05098	Late expression factor 4 (LEF-4)
PF05099	Tellurite resistance protein TerB
PF05100	Phage minor tail protein L
PF05101	Type IV secretory pathway, VirB3-like protein
PF05102	holin, BlyA family
PF05103	DivIVA protein
PF05104	Ribosome receptor lysine/proline rich region
PF05105	Bacteriophage holin family
PF05106	Phage holin family (Lysis protein S)
PF05107	CRISPR-associated protein Cas7
PF05108	Type VII secretion system ESX-1, transport TM domain B
PF05109	Herpes virus envelope glycoprotein gp350, N-terminal A domain
PF05110	AF-4 proto-oncoprotein N-terminal region
PF05111	Ameloblastin precursor (Amelin)
PF05112	Baculovirus P47 protein
PF05113	Protein of unknown function (DUF693)
PF05114	RiPP precursor modification enzyme MbnB/TglH/ChrH
PF05115	Cytochrome B6-F complex subunit VI (PetL)
PF05116	Sucrose-6F-phosphate phosphohydrolase
PF05117	Family of unknown function (DUF695)
PF05118	Aspartyl/Asparaginyl beta-hydroxylase
PF05119	Phage terminase, small subunit
PF05120	Gas vesicle protein G
PF05121	Gas vesicle protein K
PF05122	Mobile element transfer protein
PF05123	S-layer like family, central region
PF05124	S-layer like family, outer domain
PF05125	Phage major capsid protein, P2 family
PF05127	RNA cytidine acetyltransferase NAT10/TcmA, helicase domain
PF05128	Domain of unknown function (DUF697)
PF05129	Transcription elongation factor Elf1 like
PF05130	FlgN protein
PF05131	Pep3/Vps18/deep orange beta-propeller domain
PF05132	RNA polymerase III RPC4
PF05133	Phage portal protein, SPP1 Gp6-like
PF05134	Type II secretion system (T2SS), protein L
PF05135	Phage gp6-like head-tail connector protein
PF05136	Phage portal protein, lambda family
PF05137	Fimbrial assembly protein (PilN)
PF05138	Phenylacetic acid catabolic protein
PF05139	Erythromycin esterase
PF05140	ResB-like family
PF05141	Pyoverdine/dityrosine biosynthesis protein
PF05142	Domain of unknown function (DUF702)
PF05144	Replication-associated protein G2P N-terminal
PF05145	Transition state regulatory protein AbrB
PF05147	Lanthionine synthetase C-like protein
PF05148	Hypothetical methyltransferase
PF05149	Paraflagellar rod protein
PF05150	Legionella pneumophila major outer membrane protein precursor
PF05151	Photosystem II reaction centre M protein (PsbM)
PF05152	Protein of unknown function (DUF705)
PF05153	Myo-inositol oxygenase
PF05154	TM2 domain
PF05155	Replication-associated protein G2P C-terminal
PF05157	MshEN domain
PF05158	RNA polymerase Rpc34 subunit
PF05159	Capsule polysaccharide biosynthesis protein
PF05160	DSS1/SEM1 family
PF05161	MOFRL family
PF05162	Ribosomal protein L41
PF05163	DinB family
PF05164	Cell division protein ZapA
PF05165	GTP cyclohydrolase III
PF05166	YcgL domain
PF05167	Uncharacterised ACR (DUF711)
PF05168	HEPN domain
PF05170	AsmA family
PF05171	Haemin-degrading HemS.ChuX domain
PF05172	Nup53/35/40-type RNA recognition motif
PF05173	Dihydrodipicolinate reductase, C-terminus
PF05175	Methyltransferase small domain
PF05176	ATP10 protein
PF05177	RCSD region
PF05178	KRI1-like family
PF05179	RNA pol II accessory factor, Cdc73 family, C-terminal
PF05180	DNL zinc finger
PF05181	XPA protein C-terminus
PF05182	Fip1 motif
PF05183	RNA dependent RNA polymerase
PF05184	Saposin-like type B, region 1
PF05185	PRMT5 arginine-N-methyltransferase
PF05186	Dpy-30 motif
PF05187	Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S
PF05188	MutS domain II
PF05189	RNA 3'-terminal phosphate cyclase (RTC), insert domain
PF05190	MutS family domain IV
PF05191	Adenylate kinase, active site lid
PF05192	MutS domain III
PF05193	Peptidase M16 inactive domain
PF05194	UreE urease accessory protein, C-terminal domain
PF05195	Aminopeptidase P, N-terminal domain
PF05196	PTN/MK heparin-binding protein family, N-terminal domain
PF05197	TRIC channel
PF05198	Translation initiation factor IF-3, N-terminal domain
PF05199	GMC oxidoreductase
PF05201	Glutamyl-tRNAGlu reductase, N-terminal domain
PF05202	Recombinase Flp protein
PF05203	Hom_end-associated Hint
PF05204	Homing endonuclease
PF05205	COMPASS (Complex proteins associated with Set1p) component shg1
PF05206	Methyltransferase TRM13
PF05207	CSL zinc finger
PF05208	ALG3 protein
PF05209	Septum formation inhibitor MinC, N-terminal domain
PF05210	Sprouty protein (Spry)
PF05211	Neuraminyllactose-binding hemagglutinin precursor (NLBH)
PF05212	Protein of unknown function (DUF707)
PF05213	Coronavirus NS2A protein
PF05214	Baculovirus P33
PF05215	Spiralin domain
PF05216	UNC-50 family
PF05217	Stabilizer of axonemal microtubules 1/2
PF05218	Protein of unknown function (DUF713)
PF05219	DREV methyltransferase
PF05220	MgpC adhesin
PF05221	S-adenosyl-L-homocysteine hydrolase
PF05222	Alanine dehydrogenase/PNT, N-terminal domain
PF05223	NTF2-like N-terminal transpeptidase domain
PF05224	NDT80 / PhoG like DNA-binding family
PF05225	helix-turn-helix, Psq domain
PF05226	CHASE2 domain
PF05227	CHASE3 domain
PF05228	CHASE4 domain
PF05229	Spore Coat Protein U domain
PF05230	MASE2 domain
PF05231	MASE1
PF05232	Chlorhexidine efflux transporter
PF05233	PHB accumulation regulatory domain
PF05234	UAF complex subunit Rrn10
PF05235	CHAD domain
PF05236	Transcription initiation factor TFIID component TAF4 family
PF05238	Centromere protein Chl4/mis15/CENP-N
PF05239	PRC-barrel domain
PF05241	EXPERA (EXPanded EBP superfamily)
PF05242	Glycosylation-dependent cell adhesion molecule 1 (GlyCAM-1)
PF05244	Brucella outer membrane protein 2
PF05246	Protein of unknown function (DUF735)
PF05247	Flagellar transcriptional activator (FlhD)
PF05248	Adenovirus E3A
PF05250	Uncharacterised protein family (UPF0193)
PF05251	Oligosaccharyltransferase subunit 5
PF05253	U11-48K-like CHHC zinc finger
PF05254	Uncharacterised protein family (UPF0203)
PF05255	Uncharacterised protein family (UPF0220)
PF05256	Uncharacterised protein family (UPF0223)
PF05257	CHAP domain
PF05258	Dna[CI] antecedent, DciA
PF05259	Herpesvirus glycoprotein L
PF05261	TraM protein, DNA-binding
PF05262	Borrelia P83/100 protein
PF05263	Protein of unknown function (DUF722)
PF05264	Choristoneura fumiferana antifreeze protein (CfAFP)
PF05265	Protein of unknown function (DUF723)
PF05266	Protein of unknown function (DUF724)
PF05267	Protein of unknown function (DUF725)
PF05268	Phage tail fibre adhesin Gp38
PF05269	Bacteriophage CII protein
PF05270	Alpha-L-arabinofuranosidase B (ABFB) domain
PF05271	Tobravirus 2B protein
PF05272	Virulence-associated protein E-like domain
PF05273	Poxvirus RNA polymerase 22 kDa subunit
PF05274	Occlusion-derived virus envelope protein E25
PF05275	Copper resistance protein B precursor (CopB)
PF05276	SH3 domain-binding protein 5 (SH3BP5)
PF05277	Protein of unknown function (DUF726)
PF05278	Arabidopsis phospholipase-like protein (PEARLI 4)
PF05279	Aspartyl beta-hydroxylase N-terminal region
PF05280	Flagellar transcriptional activator (FlhC)
PF05281	Neuroendocrine protein 7B2 precursor (Secretogranin V)
PF05282	AAR2 C-terminal repeat region
PF05283	Multi-glycosylated core protein 24 (MGC-24), sialomucin
PF05284	Protein of unknown function (DUF736)
PF05285	SDA1, conserved domain
PF05287	PMG protein
PF05288	Poxvirus A3L Protein
PF05289	Borrelia hemolysin accessory protein
PF05290	Baculovirus immediate-early protein (IE-0)
PF05291	Bystin
PF05292	Malonyl-CoA decarboxylase C-terminal domain
PF05293	African swine fever virus (ASFV) L11L protein
PF05294	Scorpion short toxin
PF05295	Luciferase/LBP N-terminal domain
PF05296	Taste receptor protein (TAS2R)
PF05297	Herpesvirus latent membrane protein 1 (LMP1)
PF05298	Bombinin
PF05299	M61 glycyl aminopeptidase
PF05300	MICOS complex subunit MIC19/MIC25
PF05301	GNAT acetyltransferase, Mec-17
PF05302	Protein of unknown function (DUF720)
PF05303	GSKIP domain
PF05304	Protein of unknown function (DUF728)
PF05305	Protein of unknown function (DUF732)
PF05306	Protein of unknown function (DUF733)
PF05307	Bundlin
PF05308	Mitochondrial fission regulator
PF05309	TraE protein
PF05310	Tenuivirus movement protein
PF05311	Baculovirus 33KDa late protein (PP31)
PF05313	Poxvirus P21 membrane protein
PF05314	Baculovirus occlusion-derived virus envelope protein EC27
PF05315	ICEA Protein
PF05316	Mitochondrial ribosomal protein (VAR1)
PF05317	Thermopsin
PF05318	Tombusvirus movement protein
PF05320	Poxvirus DNA-directed RNA polymerase 19 kDa subunit
PF05321	Haemolysin expression modulating protein
PF05322	NINE Protein
PF05323	Poxvirus A21 Protein
PF05324	Sperm antigen HE2
PF05325	Protein of unknown function (DUF730)
PF05326	Seminal vesicle autoantigen (SVA)
PF05327	RNA polymerase I specific transcription initiation factor RRN3
PF05328	CybS, succinate dehydrogenase cytochrome B small subunit
PF05331	Protein of unknown function (DUF742)
PF05332	Vesivirus VP2 protein
PF05334	Protein of unknown function (DUF719)
PF05335	Protein of unknown function (DUF745)
PF05336	L-rhamnose mutarotase
PF05337	Macrophage colony stimulating factor-1 (CSF-1)
PF05338	Protein of unknown function (DUF717)
PF05339	Protein of unknown function (DUF739)
PF05340	Protein of unknown function (DUF740)
PF05341	Per os infectivity factor 6
PF05342	M26 IgA1-specific Metallo-endopeptidase N-terminal region
PF05343	M42 glutamyl aminopeptidase
PF05344	Domain of Unknown Function (DUF746)
PF05345	Putative Ig domain
PF05346	Eukaryotic membrane protein family
PF05347	Complex 1 protein (LYR family)
PF05348	Proteasome maturation factor UMP1
PF05349	GATA-type transcription activator, N-terminal
PF05350	Glycogen synthase kinase-3 binding
PF05351	GMP-PDE, delta subunit
PF05352	Phage Connector (GP10)
PF05353	Delta Atracotoxin
PF05354	Phage Head-Tail Attachment protein
PF05355	Apolipoprotein C-II
PF05356	Inovirus Coat protein B
PF05357	Phage Coat Protein A
PF05358	DicB protein
PF05359	Domain of Unknown Function (DUF748)
PF05360	yiaA/B two helix domain
PF05361	PKC-activated protein phosphatase-1 inhibitor
PF05362	Lon protease (S16) C-terminal proteolytic domain
PF05363	Herpesvirus US12 family
PF05364	Salmonella type III secretion SopE effector N-terminus
PF05365	Cytochrome b-c1 complex subunit 9
PF05366	Sarcolipin
PF05367	Phage endonuclease I
PF05368	NmrA-like family
PF05369	Monomethylamine methyltransferase MtmB
PF05370	Domain of unknown function (DUF749)
PF05372	Delta lysin family
PF05373	L-proline 3-hydroxylase, C-terminal
PF05374	Mu-Conotoxin
PF05375	Pacifastin inhibitor (LCMII)
PF05377	Flagella accessory protein C (FlaC)
PF05378	Hydantoinase/oxoprolinase N-terminal region
PF05379	Carlavirus endopeptidase
PF05380	Pao retrotransposon-like RNaseH-like domain
PF05381	Tymovirus endopeptidase
PF05382	Bacteriophage peptidoglycan hydrolase
PF05383	La domain
PF05384	Sensor protein DegS
PF05385	Mastadenovirus early E4 13 kDa protein
PF05386	TEP1 N-terminal domain
PF05387	Chorion family 3
PF05388	Carboxypeptidase Y pro-peptide
PF05389	Negative regulator of genetic competence (MecA)
PF05390	Yeast cell wall synthesis protein KRE9/KNH1 C-terminal
PF05391	Lsm interaction motif
PF05392	Cytochrome C oxidase chain VIIB
PF05393	Human adenovirus early E3A glycoprotein
PF05394	Avirulence protein
PF05395	Protein phosphatase inhibitor 1/DARPP-32
PF05396	Phage T7 capsid assembly protein
PF05397	Mediator complex subunit 15
PF05398	PufQ cytochrome subunit
PF05399	Ectropic viral integration site 2A protein (EVI2A)
PF05400	Flagellar protein FliT
PF05401	Nodulation protein S (NodS)
PF05402	Coenzyme PQQ synthesis protein D (PqqD)
PF05403	Plasmodium histidine-rich protein (HRPII/III)
PF05404	Translocon-associated protein, delta subunit precursor (TRAP-delta)
PF05405	Mitochondrial ATP synthase B chain precursor (ATP-synt_B)
PF05406	WGR domain
PF05407	Rubella virus endopeptidase
PF05408	Foot-and-mouth virus L-proteinase
PF05409	Coronavirus endopeptidase C30
PF05410	Porcine arterivirus-type cysteine proteinase alpha
PF05411	Equine arteritis virus putative proteinase
PF05412	Equine arterivirus Nsp2-type cysteine proteinase
PF05413	Putative closterovirus papain-like endopeptidase
PF05414	Viral domain of unknown function (DUF1717)
PF05415	Beet necrotic yellow vein furovirus-type papain-like endopeptidase
PF05416	Southampton virus-type processing peptidase
PF05417	Hepatitis E cysteine protease
PF05418	Apovitellenin I (Apo-VLDL-II)
PF05419	GUN4-like
PF05420	Cellulose synthase operon protein C C-terminus (BCSC_C)
PF05421	Protein of unknown function (DUF751)
PF05422	Stress-activated map kinase interacting protein 1 (SIN1)
PF05423	Mycobacterium membrane protein
PF05424	Duffy binding domain
PF05425	Copper resistance protein D
PF05426	Alginate lyase
PF05427	Acidic fibroblast growth factor binding (FIBP)
PF05428	Corticotropin-releasing factor binding protein N-terminal domain
PF05430	S-adenosyl-L-methionine-dependent methyltransferase
PF05431	Insecticidal Crystal Toxin, P42
PF05432	Bone sialoprotein II (BSP-II)
PF05433	Glycine zipper 2TM domain
PF05434	TMEM9
PF05435	Phi-29 DNA terminal protein GP3
PF05436	Mating factor alpha precursor N-terminus
PF05437	Branched-chain amino acid transport protein (AzlD)
PF05438	Thyrotropin-releasing hormone (TRH)
PF05439	Jumping translocation breakpoint protein (JTB)
PF05440	Tetrahydromethanopterin S-methyltransferase subunit B
PF05443	ROS/MUCR transcriptional regulator protein
PF05444	Domain of unknown function (DUF753)
PF05445	Poxvirus serine/threonine protein kinase
PF05448	Acetyl xylan esterase (AXE1)
PF05449	Putative 3TM holin, Phage_holin_3
PF05450	Nicastrin large lobe
PF05451	Phytoreovirus nonstructural protein Pns10/11
PF05452	Clavanin
PF05453	BmTXKS1/BmP02 toxin family
PF05454	Dystroglycan domain 4
PF05455	GvpH
PF05456	Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)
PF05458	Cd27 binding protein (Siva)
PF05459	Herpesvirus transcriptional regulator family
PF05460	Origin recognition complex subunit 6 (ORC6)
PF05461	Apolipoprotein L
PF05462	Slime mold cyclic AMP receptor
PF05463	Sclerostin (SOST)
PF05464	Phi-29-like late genes activator (early protein GP4)
PF05465	Halobacterial gas vesicle protein C (GVPC) repeat
PF05466	Brain acid soluble protein 1 (BASP1 protein)
PF05467	Herpesvirus glycoprotein U47
PF05470	Eukaryotic translation initiation factor 3 subunit 8 N-terminus
PF05472	DNA replication terminus site-binding protein (Ter protein)
PF05473	UL45 protein, carbohydrate-binding C-type lectin-like
PF05474	Semenogelin
PF05475	Pgp3 C-terminal domain
PF05476	PET122
PF05477	Surfeit locus protein 2 (SURF2)
PF05478	Prominin
PF05479	Photosystem I reaction centre subunit N (PSAN or PSI-N)
PF05480	Phenol-soluble modulin beta protein
PF05481	Mycobacterium 19 kDa lipoprotein antigen
PF05482	Serendipity locus alpha protein (SRY-A)
PF05483	Synaptonemal complex protein 1 (SCP-1)
PF05484	LRV protein FeS4 cluster
PF05485	THAP domain
PF05486	Signal recognition particle 9 kDa protein (SRP9)
PF05488	PAAR motif
PF05489	Phage Tail Protein X
PF05491	RuvB C-terminal winged helix domain
PF05493	ATP synthase subunit H
PF05494	MlaC protein
PF05495	CHY zinc finger
PF05496	Holliday junction DNA helicase RuvB P-loop domain
PF05497	Destabilase
PF05498	Rapid ALkalinization Factor (RALF)
PF05499	DNA methyltransferase 1-associated protein 1 (DMAP1)
PF05501	Domain of unknown function (DUF755)
PF05502	Dynactin p62 family
PF05503	Poxvirus G7-like
PF05504	Spore germination B3/ GerAC like, C-terminal
PF05505	Ebola nucleoprotein
